Sample in Buffer,Sample in Window,TRIGGER,data_interface_chs_ctrl_inst/read_flag,data_interface_chs_ctrl_inst/ad_data1_en_c1r1_1,data_interface_chs_ctrl_inst/ad_data1_c1r1_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r2_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r3_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r4_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r5_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r6_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r7_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r8_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r8[30:19],data_interface_chs_ctrl_inst/calibrate_pulse_2,data_interface_chs_ctrl_inst/refresh_pulse_2,data_interface_chs_ctrl_inst/check_cnt_2[27:0],data_interface_chs_ctrl_inst/ad_data1_c3r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r8[30:19],data_interface_chs_ctrl_inst/addata1_cnt[16:0]
419,419,0,1,1,-78,30,19,-74,-96,61,-62,-1,-7,3,28,44,-31,-7,37,-79,0,0,0,54,18,-82,36,-39,0,24,-45,-13,-9,-18,0,-2,-3,-7,9,0,0,0,0,0,0,0,0,013f4
420,420,0,1,1,-60,43,7,-78,-85,63,-53,5,-19,2,29,24,-37,-4,30,-71,0,0,0,8,11,-47,37,-38,-9,19,-49,-51,52,-42,73,58,-78,57,-95,0,0,0,0,0,0,0,0,013f5
421,421,0,1,1,-62,46,10,-71,-78,77,-46,0,4,0,33,17,-33,4,24,-55,0,0,0,36,27,-67,34,-42,-9,11,-57,-51,51,-47,59,75,-51,69,-87,0,0,0,0,0,0,0,0,013f6
422,422,0,1,1,-47,44,15,-65,-74,65,-50,2,-18,5,26,23,-37,-2,19,-60,0,0,0,24,17,-74,28,-42,-9,19,-51,-65,60,-57,67,74,-49,59,-86,0,0,0,0,0,0,0,0,013f7
423,423,0,1,1,-70,44,6,-85,-77,84,-58,4,-7,1,32,8,-32,3,26,-53,0,0,0,32,29,-61,43,-46,4,17,-45,-43,62,-41,64,64,-75,49,-101,0,0,0,0,0,0,0,0,013f8
424,424,0,1,1,-87,49,5,-78,-98,77,-66,9,7,5,39,16,-36,15,26,-61,0,0,0,58,30,-77,51,-53,-5,3,-57,-73,58,-39,69,62,-68,56,-91,0,0,0,0,0,0,0,0,013f9
425,425,0,1,1,-59,45,19,-61,-79,68,-52,-2,-10,1,23,30,-36,-2,22,-61,0,0,0,31,24,-54,28,-43,-5,17,-55,-80,55,-47,74,87,-68,68,-103,0,0,0,0,0,0,0,0,013fa
426,426,0,1,1,-68,40,13,-65,-73,74,-45,9,-23,3,37,27,-44,-9,17,-59,0,0,0,25,25,-47,46,-34,3,30,-41,-37,60,-32,60,69,-73,56,-106,0,0,0,0,0,0,0,0,013fb
427,427,0,1,1,-72,41,6,-83,-82,84,-53,12,-27,5,52,15,-45,-3,14,-66,0,0,0,22,8,-55,64,-47,-12,14,-51,-61,61,-42,60,65,-49,58,-94,0,0,0,0,0,0,0,0,013fc
428,428,0,1,1,1,-1,-1,-10,-10,5,-8,-4,-9,-4,6,0,-2,-5,14,8,0,0,0,-5,4,13,-10,-8,12,3,-3,-55,68,-47,58,84,-60,62,-108,0,0,0,0,0,0,0,0,013fd
429,429,0,1,1,79,-50,-16,83,91,-91,60,-2,14,-5,-40,-28,30,7,-23,77,0,0,0,-51,-15,81,-46,52,4,-15,58,2,-8,15,-2,-16,-7,-20,-13,0,0,0,0,0,0,0,0,013fe
430,430,0,1,1,-6,-5,-5,8,9,4,8,-2,-7,-5,4,-12,3,-12,-11,2,0,0,0,-14,-13,0,-4,7,-2,1,1,48,-87,33,-81,-82,69,-73,101,0,0,0,0,0,0,0,0,013ff
431,431,0,1,1,-93,41,11,-81,-92,77,-63,5,-14,0,51,37,-45,-8,29,-79,0,0,0,42,17,-68,51,-50,3,20,-44,7,14,-13,-12,10,-7,1,1,0,0,0,0,0,0,0,0,1400
432,432,0,1,1,-7,-5,-7,-10,-5,1,2,-3,-6,1,6,9,-2,12,-7,-12,0,0,0,-5,-6,18,20,0,7,0,9,-59,78,-31,74,81,-67,60,-98,0,0,0,0,0,0,0,0,1401
433,433,0,1,1,70,-49,-15,84,77,-77,66,-4,8,-6,-37,-34,35,-2,-28,67,0,0,0,-37,-28,82,-54,44,8,-23,55,8,-12,8,3,-16,7,-6,-3,0,0,0,0,0,0,0,0,1402
434,434,0,1,1,75,-50,-8,96,91,-82,66,-6,27,-9,-51,-24,34,-5,-26,82,0,0,0,-36,-20,72,-62,37,-2,-29,56,62,-75,45,-74,-83,74,-71,86,0,0,0,0,0,0,0,0,1403
435,435,0,1,1,66,-50,-9,80,81,-77,56,-9,0,-2,-42,-24,36,-3,-28,69,0,0,0,-33,-21,62,-54,45,15,-12,49,50,-73,43,-82,-79,55,-79,103,0,0,0,0,0,0,0,0,1404
436,436,0,1,1,8,2,1,2,12,-16,-8,-1,9,-3,6,2,4,-5,-1,-14,0,0,0,0,-9,-13,-1,-4,-13,-1,-1,50,-57,43,-71,-71,62,-63,95,0,0,0,0,0,0,0,0,1405
437,437,0,1,1,-50,54,9,-74,-79,70,-51,5,-7,-2,35,31,-37,-2,27,-69,0,0,0,26,12,-62,33,-49,-9,17,-51,-12,9,-11,-8,16,13,15,6,0,0,0,0,0,0,0,0,1406
438,438,0,1,1,-5,-15,0,-5,-7,-8,4,0,-8,1,-6,6,-6,-5,12,-3,0,0,0,-6,7,13,-2,1,7,16,-1,-62,53,-49,77,70,-69,56,-85,0,0,0,0,0,0,0,0,1407
439,439,0,1,1,64,-55,-10,76,102,-94,53,-8,26,-9,-46,-29,61,-10,-28,66,0,0,0,-38,-14,63,-48,45,-3,-22,55,-3,-25,12,1,-9,9,-15,-6,0,0,0,0,0,0,0,0,1408
440,440,0,1,1,16,4,16,7,10,-8,-3,1,7,-1,-10,-5,9,-6,2,13,0,0,0,13,18,-16,-20,2,-2,-16,-5,57,-68,48,-84,-79,69,-69,103,0,0,0,0,0,0,0,0,1409
441,441,0,1,1,-70,33,14,-75,-88,67,-55,6,-14,3,33,39,-45,-6,35,-64,0,0,0,39,25,-78,37,-48,-12,13,-54,-21,-1,-5,7,21,-1,6,2,0,0,0,0,0,0,0,0,0140a
442,442,0,1,1,-66,42,6,-77,-83,67,-55,1,-11,-1,38,28,-30,0,36,-62,0,0,0,18,9,-50,31,-44,-13,21,-51,-72,56,-49,75,91,-57,75,-97,0,0,0,0,0,0,0,0,0140b
443,443,0,1,1,-65,40,10,-76,-67,65,-47,7,12,1,20,22,-28,-9,33,-62,0,0,0,23,24,-61,31,-34,-6,24,-57,-44,68,-35,72,62,-63,53,-89,0,0,0,0,0,0,0,0,0140c
444,444,0,1,1,-79,36,-4,-76,-81,59,-35,4,-20,-1,25,26,-25,-14,21,-65,0,0,0,30,6,-60,36,-39,-7,22,-51,-61,62,-45,69,69,-65,59,-96,0,0,0,0,0,0,0,0,0140d
445,445,0,1,1,-54,51,9,-73,-93,78,-57,2,-13,-1,43,15,-32,5,26,-55,0,0,0,27,15,-44,40,-46,-13,14,-46,-48,72,-54,62,69,-63,62,-95,0,0,0,0,0,0,0,0,0140e
446,446,0,1,1,-56,50,16,-72,-80,71,-47,7,2,1,25,25,-34,3,22,-63,0,0,0,37,23,-57,43,-32,1,11,-45,-59,61,-40,60,61,-66,48,-97,0,0,0,0,0,0,0,0,0140f
447,447,0,1,1,-71,41,14,-70,-77,62,-53,3,-16,3,21,25,-36,-2,30,-62,0,0,0,30,30,-57,47,-37,-17,17,-57,-75,37,-47,69,74,-60,64,-98,0,0,0,0,0,0,0,0,1410
448,448,0,1,1,-65,44,5,-63,-79,76,-55,6,1,1,27,24,-33,-5,28,-58,0,0,0,21,21,-61,34,-49,-12,21,-60,-69,51,-59,65,74,-53,65,-94,0,0,0,0,0,0,0,0,1411
449,449,0,1,1,-61,49,13,-55,-78,76,-49,8,-23,3,35,42,-44,-12,14,-73,0,0,0,24,9,-50,28,-33,10,25,-33,-63,60,-42,64,60,-65,61,-98,0,0,0,0,0,0,0,0,1412
450,450,0,1,1,-24,5,0,-5,-7,17,-2,1,-24,-2,6,8,-27,0,-7,-2,0,0,0,-23,7,2,11,2,-2,10,7,-39,50,-33,74,61,-68,60,-98,0,0,0,0,0,0,0,0,1413
451,451,0,1,1,63,-46,-16,67,93,-71,76,-4,15,-7,-40,-39,34,10,-32,79,0,0,0,-36,-26,69,-45,36,2,-14,37,2,1,0,1,2,3,2,-17,0,0,0,0,0,0,0,0,1414
452,452,0,1,1,69,-54,-19,74,91,-70,54,-5,9,-2,-40,-28,43,-4,-31,50,0,0,0,-12,-13,65,-50,37,6,-15,49,68,-65,47,-74,-83,56,-73,82,0,0,0,0,0,0,0,0,1415
453,453,0,1,1,31,-54,-27,66,78,-57,54,-7,2,-3,-35,-25,35,-14,-31,55,0,0,0,-31,-35,49,-45,41,13,-16,49,68,-61,44,-70,-71,49,-75,94,0,0,0,0,0,0,0,0,1416
454,454,0,1,1,5,1,6,9,9,-6,-2,0,-3,-2,10,-7,1,-10,-9,-2,0,0,0,7,-6,0,-3,11,1,2,8,64,-33,53,-67,-72,61,-61,94,0,0,0,0,0,0,0,0,1417
455,455,0,1,1,-69,48,-3,-86,-84,75,-47,7,-18,3,36,21,-38,-6,20,-80,0,0,0,52,34,-73,51,-50,-1,26,-51,-4,3,3,-7,-15,-4,-2,-3,0,0,0,0,0,0,0,0,1418
456,456,0,1,1,-77,40,5,-74,-80,81,-35,5,-20,4,25,8,-30,-6,29,-54,0,0,0,33,10,-59,49,-41,-3,12,-63,-81,73,-56,75,92,-67,68,-105,0,0,0,0,0,0,0,0,1419
457,457,0,1,1,-59,49,7,-65,-87,53,-42,4,-20,3,23,21,-34,-2,16,-68,0,0,0,22,27,-50,52,-35,-10,19,-47,-48,80,-35,67,70,-67,58,-87,0,0,0,0,0,0,0,0,0141a
458,458,0,1,1,-12,-1,-18,-11,-11,-3,18,1,-13,0,-2,6,-11,-3,1,-7,0,0,0,-13,-28,5,12,-3,11,8,0,-53,52,-29,57,56,-59,56,-91,0,0,0,0,0,0,0,0,0141b
459,459,0,1,1,66,-42,2,87,91,-73,46,-7,3,-4,-40,-34,38,8,-17,80,0,0,0,-33,-27,52,-43,44,4,-27,39,3,-5,4,-9,2,7,2,-4,0,0,0,0,0,0,0,0,0141c
460,460,0,1,1,65,-44,-3,72,91,-81,47,-5,30,-7,-47,-24,39,14,-25,70,0,0,0,-25,-13,46,-47,38,-1,-23,52,59,-59,46,-85,-73,64,-76,110,0,0,0,0,0,0,0,0,0141d
461,461,0,1,1,53,-55,-18,67,86,-58,56,-7,28,-3,-40,-13,34,-1,-23,59,0,0,0,-24,-33,58,-44,48,15,-7,58,51,-64,47,-58,-70,57,-66,94,0,0,0,0,0,0,0,0,0141e
462,462,0,1,1,51,-54,-23,63,76,-70,56,-5,0,-2,-36,-24,39,-6,-27,61,0,0,0,-34,-15,56,-48,37,-6,-4,41,55,-77,41,-66,-76,47,-71,94,0,0,0,0,0,0,0,0,0141f
463,463,0,1,1,61,-48,-21,69,75,-74,55,-6,18,-7,-25,-27,34,-2,-29,66,0,0,0,-33,-19,73,-41,39,-6,-20,55,41,-73,39,-65,-67,61,-69,104,0,0,0,0,0,0,0,0,1420
464,464,0,1,1,69,-43,-19,79,81,-69,53,-8,21,-6,-36,-21,46,-3,-26,56,0,0,0,-34,-9,72,-39,44,11,-18,52,51,-78,43,-55,-71,54,-57,93,0,0,0,0,0,0,0,0,1421
465,465,0,1,1,65,-60,-8,64,75,-79,51,-4,20,-4,-36,-24,38,-1,-17,61,0,0,0,-43,-19,59,-46,40,-12,-18,36,45,-65,45,-60,-75,57,-70,95,0,0,0,0,0,0,0,0,1422
466,466,0,1,1,75,-56,-17,77,78,-84,55,-7,21,-4,-38,-29,39,6,-22,70,0,0,0,-37,-19,65,-60,40,-6,-27,35,56,-64,40,-60,-63,64,-47,97,0,0,0,0,0,0,0,0,1423
467,467,0,1,1,73,-43,-10,79,81,-75,42,-6,-8,-8,-31,-34,38,2,-14,67,0,0,0,-44,-21,64,-56,37,2,-28,21,68,-70,40,-73,-72,59,-67,119,0,0,0,0,0,0,0,0,1424
468,468,0,1,1,14,5,10,13,-1,-16,-13,-4,3,-7,3,-6,2,8,5,-6,0,0,0,14,3,0,-2,2,-20,-11,-14,41,-57,25,-79,-60,68,-61,111,0,0,0,0,0,0,0,0,1425
469,469,0,1,1,-63,54,4,-88,-97,66,-56,5,-5,-1,21,21,-20,-2,26,-73,0,0,0,32,19,-63,36,-50,-18,22,-52,-11,-7,-22,-13,25,1,21,7,0,0,0,0,0,0,0,0,1426
470,470,0,1,1,5,8,9,-16,-16,-7,-15,-3,3,-1,7,20,-6,0,21,3,0,0,0,-15,-8,2,9,-2,-4,-7,-7,-63,56,-53,70,69,-65,58,-84,0,0,0,0,0,0,0,0,1427
471,471,0,1,1,84,-43,-16,83,83,-85,56,-7,26,-5,-48,-27,49,11,-13,64,0,0,0,-20,-11,59,-42,40,1,-30,42,-21,-16,-12,-10,1,-8,2,1,0,0,0,0,0,0,0,0,1428
472,472,0,1,1,60,-52,-17,49,90,-60,58,-4,27,-7,-59,-34,45,-8,-25,66,0,0,0,-25,-19,42,-56,41,10,-16,43,56,-68,36,-74,-72,66,-75,100,0,0,0,0,0,0,0,0,1429
473,473,0,1,1,56,-40,-18,58,73,-72,54,-7,33,-6,-21,0,23,5,-21,61,0,0,0,-21,-24,48,-35,46,17,-9,62,50,-60,33,-57,-88,44,-71,86,0,0,0,0,0,0,0,0,0142a
474,474,0,1,1,59,-34,-17,75,67,-67,54,-8,4,-6,-32,-30,30,4,-23,60,0,0,0,-36,-25,61,-39,39,2,-24,41,38,-84,39,-59,-63,44,-58,100,0,0,0,0,0,0,0,0,0142b
475,475,0,1,1,71,-38,0,72,75,-75,50,-5,-14,-5,-42,-16,23,-10,-21,62,0,0,0,-55,-27,45,-49,38,2,-20,38,64,-65,31,-61,-70,69,-60,112,0,0,0,0,0,0,0,0,0142c
476,476,0,1,1,54,-50,-14,69,78,-65,68,-5,-8,-5,-30,-12,35,-10,-25,56,0,0,0,-34,-31,67,-42,44,14,-12,54,63,-56,26,-72,-74,45,-65,81,0,0,0,0,0,0,0,0,0142d
477,477,0,1,1,56,-54,-18,67,87,-68,45,-9,10,-4,-42,-29,42,-2,-31,50,0,0,0,-15,-18,68,-50,41,-7,-33,41,76,-69,56,-63,-66,64,-63,91,0,0,0,0,0,0,0,0,0142e
478,478,0,1,1,12,4,-6,-6,1,-8,-6,2,-5,-1,9,13,7,-13,5,-23,0,0,0,-8,-9,-12,-9,-5,-4,10,-1,54,-55,28,-66,-67,67,-55,94,0,0,0,0,0,0,0,0,0142f
479,479,0,1,1,-71,45,12,-88,-89,93,-48,0,-19,3,48,26,-30,-14,36,-71,0,0,0,24,10,-58,47,-36,-3,21,-62,11,12,-8,7,12,-6,-4,-15,0,0,0,0,0,0,0,0,1430
480,480,0,1,1,1,-1,1,-5,-10,-1,-1,0,-8,1,-10,-2,7,7,9,1,0,0,0,0,4,-5,-6,-12,-8,-5,-3,-48,62,-30,72,89,-54,70,-88,0,0,0,0,0,0,0,0,1431
481,481,0,1,1,83,-44,-1,70,91,-86,47,-7,12,-7,-30,-33,38,-12,-21,73,0,0,0,-48,-24,55,-43,42,6,-20,45,-7,-1,-7,-13,-1,3,-12,13,0,0,0,0,0,0,0,0,1432
482,482,0,1,1,31,-6,5,8,6,-20,-11,-4,10,1,-11,-7,0,1,7,6,0,0,0,0,6,-13,-12,10,-11,-21,-16,60,-65,41,-67,-93,62,-71,98,0,0,0,0,0,0,0,0,1433
483,483,0,1,1,-70,48,8,-75,-93,66,-50,8,-24,3,29,40,-31,0,33,-72,0,0,0,42,31,-74,28,-48,-18,21,-47,-29,-31,-24,-9,8,8,6,10,0,0,0,0,0,0,0,0,1434
484,484,0,1,1,-86,49,13,-88,-84,72,-55,-3,-17,-2,46,37,-24,-14,22,-70,0,0,0,30,12,-52,52,-36,-11,17,-54,-61,48,-57,66,97,-59,60,-101,0,0,0,0,0,0,0,0,1435
485,485,0,1,1,-63,43,2,-68,-77,65,-46,10,-5,2,26,23,-22,2,18,-65,0,0,0,32,15,-55,42,-37,-5,19,-45,-68,65,-38,66,78,-60,67,-94,0,0,0,0,0,0,0,0,1436
486,486,0,1,1,-56,47,15,-67,-72,72,-48,2,-18,2,25,19,-37,-7,21,-60,0,0,0,33,21,-48,42,-41,-7,12,-36,-64,52,-47,52,70,-51,57,-82,0,0,0,0,0,0,0,0,1437
487,487,0,1,1,-68,43,11,-74,-82,77,-45,3,-37,0,44,20,-25,-9,15,-65,0,0,0,23,-4,-53,48,-42,0,23,-55,-49,61,-47,55,71,-56,52,-101,0,0,0,0,0,0,0,0,1438
488,488,0,1,1,-88,35,4,-76,-83,85,-60,12,-17,3,42,23,-28,-7,18,-60,0,0,0,29,17,-59,46,-42,11,31,-57,-47,63,-25,59,63,-65,55,-93,0,0,0,0,0,0,0,0,1439
489,489,0,1,1,-56,44,21,-76,-87,67,-68,2,-20,2,23,16,-31,1,33,-67,0,0,0,26,23,-50,33,-45,-9,8,-62,-33,66,-35,72,63,-72,59,-94,0,0,0,0,0,0,0,0,0143a
490,490,0,1,1,-59,49,20,-71,-81,79,-49,8,-33,3,44,29,-40,-8,19,-69,0,0,0,19,9,-64,46,-42,-4,36,-57,-65,70,-47,59,79,-62,56,-95,0,0,0,0,0,0,0,0,0143b
491,491,0,1,1,-66,32,5,-72,-81,67,-55,2,-16,4,39,39,-46,1,13,-57,0,0,0,30,26,-52,49,-45,-3,15,-50,-67,70,-48,63,83,-68,62,-92,0,0,0,0,0,0,0,0,0143c
492,492,0,1,1,12,4,7,13,-14,-5,-2,3,-11,-4,-6,4,-3,16,9,1,0,0,0,-7,4,12,-14,-15,-13,-9,-10,-68,56,-48,69,72,-50,66,-92,0,0,0,0,0,0,0,0,0143d
493,493,0,1,1,67,-47,-8,97,101,-65,60,-4,16,-5,-43,-32,33,-14,-27,78,0,0,0,-43,-26,68,-56,49,14,-11,58,-6,-2,9,-5,-7,17,-6,4,0,0,0,0,0,0,0,0,0143e
494,494,0,1,1,-5,-11,-8,-2,7,-7,12,-1,10,1,-11,-12,6,-10,-8,-3,0,0,0,19,11,-3,-2,4,3,-4,12,55,-65,47,-69,-91,56,-77,106,0,0,0,0,0,0,0,0,0143f
495,495,0,1,1,-75,44,13,-78,-95,86,-65,6,-28,3,37,35,-47,7,26,-72,0,0,0,33,32,-66,47,-43,-9,15,-53,-1,-1,7,-2,10,4,-5,-3,0,0,0,0,0,0,0,0,1440
496,496,0,1,1,0,-3,-10,-17,-4,9,1,-2,2,1,-9,5,-5,11,-14,2,0,0,0,13,3,1,-7,-4,10,0,-1,-48,74,-42,75,79,-77,68,-113,0,0,0,0,0,0,0,0,1441
497,497,0,1,1,72,-48,-13,79,91,-74,76,-6,38,-6,-49,-35,34,8,-35,69,0,0,0,-19,-11,60,-51,31,1,-8,61,-2,6,7,15,-19,-1,-7,-2,0,0,0,0,0,0,0,0,1442
498,498,0,1,1,64,-49,-17,96,90,-66,60,-8,-6,-3,-38,-29,36,-1,-29,76,0,0,0,-50,-45,70,-44,44,3,-18,38,61,-53,49,-73,-82,70,-77,96,0,0,0,0,0,0,0,0,1443
499,499,0,1,1,53,-43,-26,61,70,-78,50,-1,0,-1,-31,-36,38,-1,-35,58,0,0,0,-11,-27,49,-42,29,10,-19,48,65,-49,47,-80,-75,54,-72,94,0,0,0,0,0,0,0,0,1444
500,500,0,1,1,-13,-6,0,4,7,-2,-4,-4,16,-3,-1,-8,-1,-7,6,3,0,0,0,-3,11,-1,2,2,-9,-11,1,58,-44,40,-63,-64,71,-58,98,0,0,0,0,0,0,0,0,1445
501,501,0,1,1,-59,44,10,-73,-81,73,-49,5,-10,2,30,27,-32,-7,29,-62,0,0,0,15,19,-56,38,-36,-4,15,-70,-4,-3,-10,1,-4,8,-1,6,0,0,0,0,0,0,0,0,1446
502,502,0,1,1,12,-1,-9,-12,-10,-1,3,3,3,-4,2,-6,0,2,-3,-3,0,0,0,3,2,-2,-2,-10,-2,8,7,-67,50,-42,71,64,-66,51,-97,0,0,0,0,0,0,0,0,1447
503,503,0,1,1,62,-54,-13,73,85,-75,56,-9,17,-5,-42,-53,45,5,-23,77,0,0,0,-41,-16,67,-43,37,-14,-30,47,-7,-6,5,0,-11,-1,-9,-5,0,0,0,0,0,0,0,0,1448
504,504,0,1,1,14,0,6,16,1,-17,3,2,9,-2,-17,-11,2,1,-8,2,0,0,0,-10,4,-12,-11,-7,-3,-1,-5,51,-65,50,-80,-85,66,-60,101,0,0,0,0,0,0,0,0,1449
505,505,0,1,1,-63,44,7,-65,-91,74,-53,2,-5,0,28,38,-33,-13,28,-70,0,0,0,36,9,-64,45,-43,-2,30,-49,-5,-4,-15,-5,3,-2,-6,10,0,0,0,0,0,0,0,0,0144a
506,506,0,1,1,-78,39,12,-76,-91,58,-53,7,-14,3,26,28,-30,-6,30,-70,0,0,0,23,16,-55,51,-32,2,18,-51,-56,62,-53,71,81,-69,60,-87,0,0,0,0,0,0,0,0,0144b
507,507,0,1,1,-53,43,16,-63,-74,58,-46,5,2,3,31,30,-37,-6,18,-76,0,0,0,17,7,-56,38,-33,-9,19,-47,-37,68,-33,77,58,-64,57,-95,0,0,0,0,0,0,0,0,0144c
508,508,0,1,1,-69,43,14,-68,-72,81,-43,-1,-11,5,36,28,-33,-21,18,-63,0,0,0,28,16,-54,43,-38,-5,22,-49,-55,54,-43,67,63,-59,46,-110,0,0,0,0,0,0,0,0,0144d
509,509,0,1,1,-70,39,12,-72,-85,71,-52,7,-12,4,30,16,-30,2,23,-64,0,0,0,42,28,-56,36,-42,-3,13,-53,-53,61,-42,58,75,-62,66,-96,0,0,0,0,0,0,0,0,0144e
510,510,0,1,1,-50,47,9,-63,-79,79,-59,4,11,5,26,27,-34,-6,21,-70,0,0,0,51,10,-64,39,-45,-9,18,-40,-42,56,-39,67,64,-65,57,-95,0,0,0,0,0,0,0,0,0144f
511,511,0,1,1,-66,47,14,-79,-77,78,-57,7,-15,-1,30,27,-36,-13,21,-68,0,0,0,21,15,-53,57,-34,8,28,-41,-65,54,-46,64,66,-69,55,-101,0,0,0,0,0,0,0,0,1450
512,512,0,1,1,-59,38,8,-73,-86,63,-59,6,10,3,28,18,-26,6,34,-66,0,0,0,45,40,-55,34,-42,-15,15,-68,-44,69,-33,67,66,-71,51,-107,0,0,0,0,0,0,0,0,1451
513,513,0,1,1,-57,41,8,-69,-82,77,-54,6,-2,5,38,35,-38,-3,19,-57,0,0,0,38,12,-65,35,-48,1,21,-48,-65,64,-37,70,68,-73,52,-110,0,0,0,0,0,0,0,0,1452
514,514,0,1,1,-10,6,-6,-23,-8,14,-6,1,-11,-1,14,8,-8,7,-5,-7,0,0,0,-15,-23,5,5,-7,9,10,6,-64,67,-33,60,64,-69,60,-91,0,0,0,0,0,0,0,0,1453
515,515,0,1,1,64,-47,-28,76,86,-80,50,-8,33,-2,-41,-36,46,3,-33,72,0,0,0,-17,-13,67,-44,36,-6,-18,51,11,21,13,0,-3,3,-9,-9,0,0,0,0,0,0,0,0,1454
516,516,0,1,1,70,-50,-20,72,84,-72,66,-1,23,-7,-29,-34,37,-3,-31,66,0,0,0,-22,-17,72,-46,29,9,-16,48,34,-60,49,-74,-70,65,-80,103,0,0,0,0,0,0,0,0,1455
517,517,0,1,1,78,-48,-21,75,77,-69,48,-9,-1,-2,-36,-26,36,-7,-22,59,0,0,0,-34,-16,56,-57,27,2,-21,50,46,-74,39,-73,-63,54,-66,106,0,0,0,0,0,0,0,0,1456
518,518,0,1,1,-1,-5,-8,8,11,0,-9,0,-9,-2,-2,-13,-1,-5,-9,8,0,0,0,-2,-5,-4,-2,4,-2,6,6,60,-57,28,-70,-62,63,-55,103,0,0,0,0,0,0,0,0,1457
519,519,0,1,1,-89,54,10,-90,-98,86,-51,3,-9,-1,49,13,-43,13,23,-81,0,0,0,50,12,-72,47,-52,-3,20,-51,-11,0,1,0,-8,-3,-4,-2,0,0,0,0,0,0,0,0,1458
520,520,0,1,1,-86,41,1,-83,-94,86,-50,3,-18,6,36,24,-25,-11,19,-74,0,0,0,37,13,-65,52,-47,-13,20,-53,-72,71,-50,70,89,-56,73,-116,0,0,0,0,0,0,0,0,1459
521,521,0,1,1,-66,32,7,-78,-72,70,-47,5,-3,0,26,22,-32,-3,26,-63,0,0,0,35,7,-51,51,-39,-9,26,-56,-47,76,-34,60,85,-44,58,-94,0,0,0,0,0,0,0,0,0145a
522,522,0,1,1,-13,0,7,-12,-7,-4,0,-6,-6,1,-9,4,-6,3,3,6,0,0,0,-2,-5,-20,-1,-7,4,-2,8,-33,65,-25,72,59,-62,53,-94,0,0,0,0,0,0,0,0,0145b
523,523,0,1,1,69,-55,-9,70,96,-84,60,-1,0,-5,-41,-30,42,9,-28,83,0,0,0,-58,-28,70,-49,42,-5,-17,46,1,5,-2,-4,9,0,2,6,0,0,0,0,0,0,0,0,0145c
524,524,0,1,1,89,-52,-14,85,91,-86,60,-10,20,-4,-50,-21,35,10,-28,71,0,0,0,-33,-17,60,-59,45,9,-21,43,61,-70,39,-90,-81,62,-79,114,0,0,0,0,0,0,0,0,0145d
525,525,0,1,1,48,-48,-8,65,77,-72,52,-3,8,-3,-30,-10,24,-9,-33,58,0,0,0,-36,-18,61,-42,44,11,-19,64,57,-72,39,-58,-81,58,-71,97,0,0,0,0,0,0,0,0,0145e
526,526,0,1,1,68,-41,-14,71,92,-72,59,-4,-3,-7,-29,-19,30,-7,-34,63,0,0,0,-42,-31,64,-54,42,-2,-9,54,55,-65,40,-53,-76,59,-55,90,0,0,0,0,0,0,0,0,0145f
